CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-07-01;2022-06-30;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-07-01;2021-06-30;3.04.04;Outras Receitas Operacionais;0.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-07-01;2022-06-30;3.04.04;Outras Receitas Operacionais;0.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-07-01;2021-06-30;3.04.05;Outras Despesas Operacionais;-22613.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-07-01;2022-06-30;3.04.05;Outras Despesas Operacionais;13829.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-07-01;2021-06-30;3.04.06;Resultado de Equivalência Patrimonial;11.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-07-01;2022-06-30;3.04.06;Resultado de Equivalência Patrimonial;-31.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-07-01;2021-06-30;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;394119.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-07-01;2022-06-30;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;690177.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-07-01;2021-06-30;3.06;Resultado Financeiro;-95988.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-07-01;2022-06-30;3.06;Resultado Financeiro;-52860.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-07-01;2021-06-30;3.06.01;Receitas Financeiras;849623.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-07-01;2022-06-30;3.06.01;Receitas Financeiras;955783.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-07-01;2021-06-30;3.06.02;Despesas Financeiras;-945611.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-07-01;2022-06-30;3.06.02;Despesas Financeiras;-1008643.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-07-01;2021-06-30;3.07;Resultado Antes dos Tributos sobre o Lucro;298131.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-07-01;2022-06-30;3.07;Resultado Antes dos Tributos sobre o Lucro;637317.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-07-01;2021-06-30;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;19515.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-07-01;2022-06-30;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-117217.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-07-01;2021-06-30;3.08.01;Corrente;19515.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-07-01;2022-06-30;3.08.01;Corrente;-117217.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-07-01;2021-06-30;3.08.02;Diferido;0.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-07-01;2022-06-30;3.08.02;Diferido;0.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-07-01;2021-06-30;3.09;Resultado Líquido das Operações Continuadas;317646.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-07-01;2022-06-30;3.09;Resultado Líquido das Operações Continuadas;520100.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-07-01;2021-06-30;3.10;Resultado Líquido de Operações Descontinuadas;0.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-07-01;2022-06-30;3.10;Resultado Líquido de Operações Descontinuadas;0.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-07-01;2021-06-30;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-07-01;2022-06-30;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-07-01;2021-06-30;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-07-01;2022-06-30;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-07-01;2021-06-30;3.11;Lucro/Prejuízo Consolidado do Período;317646.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-07-01;2022-06-30;3.11;Lucro/Prejuízo Consolidado do Período;520100.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-07-01;2021-06-30;3.11.01;Atribuído a Sócios da Empresa Controladora;317646.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-07-01;2022-06-30;3.11.01;Atribuído a Sócios da Empresa Controladora;0.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-07-01;2021-06-30;3.11.02;Atribuído a Sócios Não Controladores;0.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-07-01;2022-06-30;3.11.02;Atribuído a Sócios Não Controladores;0.0000000000;S
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-07-01;2021-06-30;3.99;Lucro por Ação - (Reais / Ação);0.0000000000;N
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-07-01;2022-06-30;3.99;Lucro por Ação - (Reais / Ação);0.0000000000;N
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-07-01;2021-06-30;3.99.01;Lucro Básico por Ação;0.0000000000;N
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-07-01;2022-06-30;3.99.01;Lucro Básico por Ação;0.0000000000;N
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-07-01;2021-06-30;3.99.01.01;ON;4.5611000000;N
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-07-01;2022-06-30;3.99.01.01;ON;5.2618000000;N
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-07-01;2021-06-30;3.99.02;Lucro Diluído por Ação;0.0000000000;N
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-07-01;2022-06-30;3.99.02;Lucro Diluído por Ação;0.0000000000;N
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-07-01;2021-06-30;3.99.02.01;ON;4.4478000000;N
07.628.528/0001-59;2022-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-07-01;2022-06-30;3.99.02.01;ON;5.2347000000;N
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.01;Receita de Venda de Bens e/ou Serviços;32090805.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.01;Receita de Venda de Bens e/ou Serviços;50371140.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-28420190.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-45840952.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.03;Resultado Bruto;3670615.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.03;Resultado Bruto;4530188.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.04;Despesas/Receitas Operacionais;-1913534.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.04;Despesas/Receitas Operacionais;-2213913.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.04.01;Despesas com Vendas;-1173229.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.04.01;Despesas com Vendas;-1223324.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.04.02;Despesas Gerais e Administrativas;-685605.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.04.02;Despesas Gerais e Administrativas;-997174.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.04.03;Perdas pela Não Recuperabilidade de Ativos;0.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.04.04;Outras Receitas Operacionais;17209.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.04.04;Outras Receitas Operacionais;48769.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.04.05;Outras Despesas Operacionais;0.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.04.05;Outras Despesas Operacionais;0.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.04.06;Resultado de Equivalência Patrimonial;-71909.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.04.06;Resultado de Equivalência Patrimonial;-42184.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;1757081.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.05;Resultado Antes do Resultado Financeiro e dos Tributos;2316275.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.06;Resultado Financeiro;-924778.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.06;Resultado Financeiro;-784262.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.06.01;Receitas Financeiras;762141.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.06.01;Receitas Financeiras;817179.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.06.01.01;Receitas financeiras;375107.0000000000;N
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.06.01.01;Receitas financeiras;454265.0000000000;N
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.06.01.02;Efeito líquido dos derivativos;387034.0000000000;N
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.06.01.02;Efeito líquido dos derivativos;0.0000000000;N
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.06.01.03;Variações cambiais, líquidas;0.0000000000;N
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.06.01.03;Variações cambiais, líquidas;362914.0000000000;N
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.06.02;Despesas Financeiras;-1686919.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.06.02;Despesas Financeiras;-1601441.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.06.02.01;Despesas financeiros;-1457509.0000000000;N
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.06.02.01;Despesas financeiros;-1583308.0000000000;N
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.06.02.02;Variações cambiais, líquidas;-229410.0000000000;N
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.06.02.02;Variações cambiais, líquidas;0.0000000000;N
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.06.02.03;Efeito líquido dos derivativos;0.0000000000;N
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.06.02.03;Efeito líquido dos derivativos;-18133.0000000000;N
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.07;Resultado Antes dos Tributos sobre o Lucro;832303.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.07;Resultado Antes dos Tributos sobre o Lucro;1532013.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-238355.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-373977.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.08.01;Corrente;-729170.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.08.01;Corrente;-692680.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.08.02;Diferido;490815.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.08.02;Diferido;318703.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.09;Resultado Líquido das Operações Continuadas;593948.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.09;Resultado Líquido das Operações Continuadas;1158036.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.10;Resultado Líquido de Operações Descontinuadas;0.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.10;Resultado Líquido de Operações Descontinuadas;0.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.11;Lucro/Prejuízo Consolidado do Período;593948.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.11;Lucro/Prejuízo Consolidado do Período;1158036.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.11.01;Atribuído a Sócios da Empresa Controladora;614180.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-04-01;2022-03-31;3.11.01;Atribuído a Sócios da Empresa Controladora;1247466.0000000000;S
08.070.508/0001-78;2022-03-31;1;RAIZEN ENERGIA S.A.;023230;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-04-01;2021-03-31;3.11.02;Atribuído a Sócios Não Controladores;-20232.0000000000;S
